Mod:Item:MetaData, Localized Name
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:8, Ring of Invisibility
actuallyadditions:item_potion_ring:8, Ring of Invisibility
actuallyadditions:item_potion_ring:9, Ring of Night Vision
actuallyadditions:item_potion_ring:9, Ring of Night Vision
actuallyadditions:item_potion_ring_advanced:0, Advanced Ring of Speed
actuallyadditions:item_potion_ring_advanced:0, Advanced Ring of Speed
actuallyadditions:item_potion_ring_advanced:1, Advanced Ring of Haste
actuallyadditions:item_potion_ring_advanced:1, Advanced Ring of Haste
actuallyadditions:item_potion_ring_advanced:2, Advanced Ring of Strength
actuallyadditions:item_potion_ring_advanced:2, Advanced Ring of Strength
actuallyadditions:item_potion_ring_advanced:3, Advanced Ring of Jump Boost
actuallyadditions:item_potion_ring_advanced:3, Advanced Ring of Jump Boost
actuallyadditions:item_potion_ring_advanced:4, Advanced Ring of Regeneration
actuallyadditions:item_potion_ring_advanced:4, Advanced Ring of Regeneration
actuallyadditions:item_potion_ring_advanced:5, Advanced Ring of Resistance
actuallyadditions:item_potion_ring_advanced:5, Advanced Ring of Resistance
actuallyadditions:item_potion_ring_advanced:6, Advanced Ring of Fire Resistance
actuallyadditions:item_potion_ring_advanced:6, Advanced Ring of Fire Resistance
actuallyadditions:item_potion_ring_advanced:7, Advanced Ring of Water Breathing
actuallyadditions:item_potion_ring_advanced:7, Advanced Ring of Water Breathing
actuallyadditions:item_potion_ring_advanced:8, Advanced Ring of Invisibility
actuallyadditions:item_potion_ring_advanced:8, Advanced Ring of Invisibility
actuallyadditions:item_potion_ring_advanced:9, Advanced Ring of Night Vision
actuallyadditions:item_potion_ring_advanced:9, Advanced Ring of Night Vision
actuallyadditions:item_hairy_ball, Ball of Fur
actuallyadditions:item_coffee_beans, Coffee Beans
actuallyadditions:item_rice_seed, Rice Seeds
actuallyadditions:item_canola_seed, Canola Seeds
actuallyadditions:item_flax_seed, Flax Seeds
actuallyadditions:item_coffee_seed, Coffee Seeds
actuallyadditions:item_pickaxe_emerald, Emerald Pickaxe
actuallyadditions:item_axe_emerald, Emerald Axe
actuallyadditions:item_shovel_emerald, Emerald Shovel
actuallyadditions:item_sword_emerald, Emerald Sword
actuallyadditions:item_hoe_emerald, Emerald Hoe
actuallyadditions:item_pickaxe_obsidian, Obsidian Pickaxe
actuallyadditions:item_axe_obsidian, Obsidian Axe
actuallyadditions:item_shovel_obsidian, Obsidian Shovel
actuallyadditions:item_sword_obsidian, Obsidian Sword
actuallyadditions:item_hoe_obsidian, Obsidian Hoe
actuallyadditions:item_pickaxe_quartz, Black Quartz Pickaxe
actuallyadditions:item_axe_quartz, Black Quartz Axe
actuallyadditions:item_shovel_quartz, Black Quartz Shovel
actuallyadditions:item_sword_quartz, Black Quartz Sword
actuallyadditions:item_hoe_quartz, Black Quartz Hoe
actuallyadditions:wooden_paxel, Wooden AIOT
actuallyadditions:stone_paxel, Stone AIOT
actuallyadditions:iron_paxel, Iron AIOT
actuallyadditions:gold_paxel, Golden AIOT
actuallyadditions:diamond_paxel, Diamond AIOT
actuallyadditions:emerald_paxel, Emerald AIOT
actuallyadditions:obsidian_paxel, Obsidian AIOT
actuallyadditions:quartz_paxel, Black Quartz AIOT
actuallyadditions:item_pickaxe_crystal_red, Restonia Crystal Pickaxe
actuallyadditions:item_axe_crystal_red, Restonia Crystal Axe
actuallyadditions:item_shovel_crystal_red, Restonia Crystal Shovel
actuallyadditions:item_sword_crystal_red, Restonia Crystal Sword
actuallyadditions:item_hoe_crystal_red, Restonia Crystal Hoe
actuallyadditions:item_helm_crystal_red, Restonia Crystal Helmet
actuallyadditions:item_chest_crystal_red, Restonia Crystal Chestplate
actuallyadditions:item_pants_crystal_red, Restonia Crystal Pants
actuallyadditions:item_boots_crystal_red, Restonia Crystal Boots
actuallyadditions:item_paxel_crystal_red, Restonia Crystal AIOT
actuallyadditions:item_pickaxe_crystal_blue, Palis Crystal Pickaxe
actuallyadditions:item_axe_crystal_blue, Palis Crystal Axe
actuallyadditions:item_shovel_crystal_blue, Palis Crystal Shovel
actuallyadditions:item_sword_crystal_blue, Palis Crystal Sword
actuallyadditions:item_hoe_crystal_blue, Palis Crystal Hoe
actuallyadditions:item_helm_crystal_blue, Palis Crystal Helmet
actuallyadditions:item_chest_crystal_blue, Palis Crystal Chestplate
actuallyadditions:item_pants_crystal_blue, Palis Crystal Pants
actuallyadditions:item_boots_crystal_blue, Palis Crystal Boots
actuallyadditions:item_paxel_crystal_blue, Palis Crystal AIOT
actuallyadditions:item_pickaxe_crystal_light_blue, Diamatine Crystal Pickaxe
actuallyadditions:item_axe_crystal_light_blue, Diamatine Crystal Axe
actuallyadditions:item_shovel_crystal_light_blue, Diamatine Crystal Shovel
actuallyadditions:item_sword_crystal_light_blue, Diamatine Crystal Sword
actuallyadditions:item_hoe_crystal_light_blue, Diamatine Crystal Hoe
actuallyadditions:item_helm_crystal_light_blue, Diamatine Crystal Helmet
actuallyadditions:item_chest_crystal_light_blue, Diamatine Crystal Chestplate
actuallyadditions:item_pants_crystal_light_blue, Diamatine Crystal Pants
actuallyadditions:item_boots_crystal_light_blue, Diamatine Crystal Boots
actuallyadditions:item_paxel_crystal_light_blue, Diamatine Crystal AIOT
actuallyadditions:item_pickaxe_crystal_black, Void Crystal Pickaxe
actuallyadditions:item_axe_crystal_black, Void Crystal Axe
actuallyadditions:item_shovel_crystal_black, Void Crystal Shovel
actuallyadditions:item_sword_crystal_black, Void Crystal Sword
actuallyadditions:item_hoe_crystal_black, Void Crystal Hoe
actuallyadditions:item_helm_crystal_black, Void Crystal Helmet
actuallyadditions:item_chest_crystal_black, Void Crystal Chestplate
actuallyadditions:item_pants_crystal_black, Void Crystal Pants
actuallyadditions:item_boots_crystal_black, Void Crystal Boots
actuallyadditions:item_paxel_crystal_black, Void Crystal AIOT
actuallyadditions:item_pickaxe_crystal_green, Emeradic Crystal Pickaxe
actuallyadditions:item_axe_crystal_green, Emeradic Crystal Axe
actuallyadditions:item_shovel_crystal_green, Emeradic Crystal Shovel
actuallyadditions:item_sword_crystal_green, Emeradic Crystal Sword
actuallyadditions:item_hoe_crystal_green, Emeradic Crystal Hoe
actuallyadditions:item_helm_crystal_green, Emeradic Crystal Helmet
actuallyadditions:item_chest_crystal_green, Emeradic Crystal Chest
actuallyadditions:item_pants_crystal_green, Emeradic Crystal Pants
actuallyadditions:item_boots_crystal_green, Emeradic Crystal Boots
actuallyadditions:item_paxel_crystal_green, Emeradic Crystal AIOT
actuallyadditions:item_pickaxe_crystal_white, Enori Crystal Pickaxe
actuallyadditions:item_axe_crystal_white, Enori Crystal Axe
actuallyadditions:item_shovel_crystal_white, Enori Crystal Shovel
actuallyadditions:item_sword_crystal_white, Enori Crystal Sword
actuallyadditions:item_hoe_crystal_white, Enori Crystal Hoe
actuallyadditions:item_helm_crystal_white, Enori Crystal Helmet
actuallyadditions:item_chest_crystal_white, Enori Crystal Chest
actuallyadditions:item_pants_crystal_white, Enori Crystal Pants
actuallyadditions:item_boots_crystal_white, Enori Crystal Boots
actuallyadditions:item_paxel_crystal_white, Enori Crystal AIOT
agricraft:seed_analyzer, Seed Analyzer
agricraft:peripheral, Computer Controlled Seed Analyzer
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
